,address,chinese_company_name,company_name,district,email,fax,placement_type,telephone,valid_license
435,"14th floor, Wilson House, 19-27 Wyndham Street, Central, Hong Kong",None,Asia Pacific Properties Mobility Limited,Central and Western District,info@appmobility.com,28106981,"Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",22817800,2017
436,"22nd floor, 3 Lockhart Road, Wan Chai, Hong Kong",None,Asia Pacific Search & Selection Limited,Wan Chai District,tsteve@apselection.com,25546124,Office Staff / Executive Search,25297808,2000
437,"Unit B, 16th floor, CNT Tower, 338 Hennessy Road, Wan Chai, Hong Kong",None,Asia Progress Executive Limited,Wan Chai District,dolly.chan@asiaprogress.com,27355689,Office Staff / Executive Search,34687378,2013
438,"Room 8, 6th floor, Tesbury Centre, 28 Queen's Road East, Wan Chai, Hong Kong",None,Asia Talents Executive Search,Wan Chai District,astorkam@asiatalents.net,28042180,Office Staff / Executive Search,28042182,2008
439,"Rooms 702-704, 7th floor, Wilson House, 19-27 Wyndham Street, Central, Hong Kong",None,AsiaNet Consultants (H.K.) Limited,Central and Western District,mark@asianetconsultants.com,25371883,Office Staff / Executive Search,25300130,1991
440,"Room 103, 1st floor, Chung Ying Building, 20-20A Connaught Road West, Sheung Wan, Hong Kong",None,Asian Charm,Central and Western District,asiancharm9@gmail.com,28579523,"Local Domestic Helpers, Foreign Domestic Helpers",25434982,2004
441,"Flat C, 9th floor, Max Share Centre, 373 King's Road, North Point, Hong Kong",None,Asian Developing Talent,Eastern District,None,25100266,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",29073777,2018
442,"Room D, 17th floor, Prosperous Commercial Building, 54 Jardine's Bazaar, Causeway Bay, Hong Kong",None,Aster Personnel Agency,Wan Chai District,info@asterpersonnel.com.hk,25378578,"Local Domestic Helpers, Office Staff / Executive Search, Foreign Domestic Helpers",28779943,2007
443,"Suite 1901, 19th floor, Cheung Kong Center, 2 Queen's Road Central, Central, Hong Kong",None,Atkinson Lambert Limited,Central and Western District,info@atkinson-group.com,None,Office Staff / Executive Search,21232185,2005
444,"20th floor, Wellable Commercial Building, 513 Hennessy Road, Causeway Bay, Hong Kong",None,Avanza Consulting Limited,Wan Chai District,info@avanzaconsult.com,None,Office Staff / Executive Search,28851266,2010
445,"Unit 2005, 20th floor, The Centrium, 60 Wyndham Street, Central, Hong Kong",None,Axiom Global HK Limited,Central and Western District,david.wu@axiomlaw.com,None,Office Staff / Executive Search,31892900,2010
446,"2nd floor, Dorset House, Taikoo Place, 979 King's Road, Quarry Bay, Hong Kong",None,Axiom Source Network Limited,Eastern District,BTRAPPE@AXIOMSOURCE.NET,None,Office Staff / Executive Search,91636575,2017
447,"Room E2, 31st floor, TG Place, 10 Shing Yip Street, Kwun Tong, Kowloon",None,Azonne Talent,Kwun Tong District,talent@azonne.com,39795299,"Office Staff / Executive Search, Imported Worker",39795222,2017
448,"23rd floor, On Hing Building, 1 On Hing Terrace, Central, Hong Kong",None,abc Fintech Recruiters Limited,Central and Western District,lschan@abcmultiactive.com,25982000,Office Staff / Executive Search,25982013,2018
449,"Suite 1513-1516, 15th floor, Jardine House, 1 Connaught Place, Central, Hong Kong",None,aimHIGHER Consultancy Limited,Central and Western District,info@aimhigher.com,21579090,Office Staff / Executive Search,21118482,2003
450,"Room 1513-1516, 15th floor, Jardine House, 1 Connaught Place, Central, Hong Kong",None,aimHigher Consultancy Services Limited,Central and Western District,info@aimhigher.com,21579090,Office Staff / Executive Search,21118482,2014
451,"Room 114, 1st floor, Seven Seas Shopping Centre, 121 King's Road, North Point, Hong Kong",B & C 僱傭中心,B & C Employment Agency,Eastern District,bcempagn@gmail.com,25430908,"Local Domestic Helpers, Foreign Domestic Helpers",25430809,2001
452,"Room 03, 20th floor, Car Po Commercial Building, 18-20 Lyndhurst Terrace, Central, Hong Kong",None,BAH PARTNERS LIMITED,None,None,None,Office Staff / Executive Search,None,2010
453,"Room 30A, 1st floor, Block A, Wing Hin Factory Building, 31-33 Ng Fong Street, San Po Kong, Kowloon",None,BALWYN CONSULTING,Wong Tai Sin District,balwynconsulting@gmail.com,None,Office Staff / Executive Search,None,2017
454,"Unit 616-617, 6th floor, Tower II, Lippo Centre, 89 Queensway, Admiralty, Hong Kong",None,BANK STREET BY SLOANE MANHATTAN,Central and Western District,None,None,Office Staff / Executive Search,None,2017
455,"Suite 137, 13th floor, Somptueux Central, 52 Wellington Street, Central, Hong Kong",None,BARBER LIMITED,Central and Western District,LUCINDA@BARBER-SEARCH.COM,None,Office Staff / Executive Search,None,2019
456,"Room 707, 7th floor, Somptueux Central, 52 Wellington Street, Central, Hong Kong",None,BARKER PARTNERS LIMITED,Central and Western District,edward.barker@barker-partners.com,None,Office Staff / Executive Search,37520591,2019
457,"Room 12, 25th floor, Office Tower, Langham Place, 8 Argyle Street, Mong Kok, Kowloon",None,BC DREAMS COMPANY LIMITED,Yau Tsim Mong District,CHELSEA.SO@BCDREAMS.COM.HK,None,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker",60180660,2019
458,"Flat B, 10th floor, Southern Commercial Building, 13 Luard Road, Wan Chai, Hong Kong",None,BEST TIME CONSULTANT,Wan Chai District,besttime0888@gmail.com,None,Foreign Domestic Helpers,23885868,2018
459,"Unit 17, 19th floor, Honour Industrial Centre, 6 Sun Yip Street, Chai Wan, Hong Kong",None,BG Corporate Services Limited,Eastern District,tonytang428@hotmail.com,None,Office Staff / Executive Search,25431080,2019
460,"Suite 506, 5th floor, Admiralty Centre Tower 2, 18 Harcourt Road, Admiralty, Hong Kong",None,BGC GROUP (HK) LIMITED,Central and Western District,careerhk@bgc-group.com,None,Office Staff / Executive Search,21175922,2009
461,"22nd floor, 3 Lockhart Road, Wan Chai, Hong Kong",None,BIC GROUP HONG KONG LIMITED,Wan Chai District,None,31807899,Office Staff / Executive Search,31807888,2017
462,"Room C1, 22nd floor, TML Tower, 3 Hoi Shing Road, Tsuen Wan, New Territories",None,BIPO Service Limited,Tsuen Wan District,recruitment@biposervice.com,None,Office Staff / Executive Search,36430296,2017
463,"Room 1003, 10th floor, Yu Yuet Lai Building, 43-55 Wyndham Street, Central, Hong Kong",None,BLACKSQUARE LIMITED,Central and Western District,chris.obrien@blacksquare.co.com,None,Office Staff / Executive Search,92267085,2015
464,"19th floor, Workstation, 43 Lyndhurst Terrace, Central, Hong Kong",None,BLUEMONT CONSULTING,Central and Western District,TBIRCH@STIRLINGANDERSEN.COM,None,Office Staff / Executive Search,27118200,2018
465,"Room 811, 8th floor, Grand City Plaza, 1-17 Sai Lau Kok Road, Tsuen Wan, New Territories",None,BM Human Resources & Constructions Limited,Tsuen Wan District,INFO@BMCONSTRUCTIONS.NET,37096951,Office Staff / Executive Search,37096324,2019
466,"Unit A, 17th floor, 235 Wing Lok Street Trade Centre, 235-237 Wing Lok Street, Sheung Wan, Hong Kong",None,BOHAN GROUP LIMITED,Central and Western District,gearle@bohanco.com,,Office Staff / Executive Search,39558800,2013
467,"Room 208, 2nd floor, Kowloon Centre, 29-39 Ashley Road, Tsim Sha Tsui, Kowloon",None,BONVIVANT & BELLAVITA,Yau Tsim Mong District,reyna.harilela@bvandbv.com,26495538,Office Staff / Executive Search,31193300,2016
468,"11th floor, Capital Centre, 151 Gloucester Road, Wan Chai, Hong Kong",None,BRAINFORCE (HONG KONG) LIMITED,Wan Chai District,martin.schneider@brainforce-ag.com,None,Other Non-office Worker,28019612,2011
469,"Unit 705, 7th floor, 9 Queen's Road Central, Central, Hong Kong",None,BREWER MORRIS,Central and Western District,elaineso@thesrgroup.com,29736377,Office Staff / Executive Search,30089095,2013
470,"Room G, 3rd floor, Tower 1, Oceania Heights, 2 Hoi Chu Road, Tuen Mun, New Territories",BS家庭護理公司,BS FAMILY CARE COMPANY,Tuen Mun District,bsfamily@yahoo.com,None,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker",56499176,2017
471,"Room A, 3rd floor, Kam Ma Building, 16 Cameron Road, Tsim Sha Tsui, Kowloon",None,BTI COURIER EXPRESS,Yau Tsim Mong District,superchuiki@hotmail.com,27711295,"Foreign Domestic Helpers, Office Staff / Executive Search",27812933,2018
472,"Room 3208-11, 32nd floor, Tower Two, Times Square, 1 Matheson Street, Causeway Bay, Hong Kong",None,BUYYES.COM LIMITED,Wan Chai District,sefong.kao@i-access.com,None,"Local Domestic Helpers, Office Staff / Executive Search",25212548,2016
473,"19th floor, including the flat roof, thereof of Sino Centre, 582-592 Nathan Road, Mong Kok, Kowloon",None,BUYYES.COM LIMITED,Yau Tsim Mong District,sefong.kao@i-access.com,None,"Local Domestic Helpers, Office Staff / Executive Search",25212548,2016
474,"Unit 916-7, 9th floor, Tower 1, Grand Central Plaza, 138 Shatin Rural Committee Road, Sha Tin, New Territories",None,BUYYES.COM LIMITED,Sha Tin District,sefong.kao@i-access.com,None,"Local Domestic Helpers, Office Staff / Executive Search",25212548,2016
475,"Room 1805-1806, 18th floor, Hollywood Plaza, 610 Nathan Road, Mong Kok, Kowloon",None,Barson Executive Search Limited,Yau Tsim Mong District,brad.miller@barsones.com,None,"Office Staff / Executive Search, Other Non-office Worker",90270477,2017
476,"Room 1210, 12th floor, Inter-Continental Plaza, 94 Granville Road, Tsim Sha Tsui, Kowloon",None,Bauer Kaiser & Co Limited,Yau Tsim Mong District,info@bauerkaiser.com,35786100,Office Staff / Executive Search,35786180,2006
477,"Room 1409, 14th floor, Solo Building, 41-43 Carnarvon Road, Tsim Sha Tsui, Kowloon",None,Beauty Employment Service,Yau Tsim Mong District,None,None,Foreign Domestic Helpers,66878327,2018
478,"Flat B, 13th floor, Hang Tat Mansion, 161-163 Lockhart Road, Wan Chai, Hong Kong",None,Becky Consultants,None,None,None,Foreign Domestic Helpers,None,2005
479,"17th floor, 80 Gloucester Road, Wan Chai, Hong Kong",None,Behold Consulting,Wan Chai District,lo.jennie@beholdconsulting.com,,Office Staff / Executive Search,60161151,2016
480,"Suite 1614-15, 16th floor, Star House, 3 Salisbury Road, Tsim Sha Tsui, Kowloon",None,Betterment Asia,Yau Tsim Mong District,ivan.lo@betterment.asia,None,Office Staff / Executive Search,39582600,2012
481,"Flat F, 45th floor, Tower 6, Phase 2, Discovery Park, 398 Castle Peak Road, Tsuen Wan, New Territories",None,Bizhub Asia Limited,Tsuen Wan District,haukwankin@hotmail.com,,Office Staff / Executive Search,64089694,2013
482,"Level 43, AIA Tower, 183 Electric Road, North Point, Hong Kong",None,Black Swan Group Limited,Eastern District,mark.joiner@blackswangroup.com,None,Office Staff / Executive Search,30080265,2017
483,"15th floor, Club Lusitano, 16 Ice House Street, Central, Hong Kong",None,Bo Le Leaders Limited,Central and Western District,hkg@bo-le.com,25257153,Office Staff / Executive Search,25254339,2011
484,"Room 407, 4th floor, Tower A, Hunghom Commercial Centre, 39 Ma Tau Wai Road, Hung Hom, Kowloon",None,Bond West Consultants,Kowloon City District,nerissa@bondwest.com.hk,29578578,Office Staff / Executive Search,29578999,1998
485,"Room 301, 3rd floor, The Galaxy, 313 Castle Peak Road, Kwai Chung, New Territories",None,Boundless Consultants Limited,Kwai Tsing District,info@boundlessconsultants.com,34604753,Office Staff / Executive Search,37039308,2016
486,"Level 35, Two Pacific Place, 88 Queensway, Admiralty, Hong Kong",None,Bowen Partners Limited,Wan Chai District,info@bowenpartners.com.hk,None,Office Staff / Executive Search,25400000,2014
487,"Flat D, 16th floor, Phase 1, Kingsford Industrial Building, 26-32 Kwai Hei Street, Kwai Chung, New Territories",None,Bright Talent & Co.,Kwai Tsing District,info@btalent.hk / olivialai@btalent.hk,25401676,Office Staff / Executive Search,39570191,2018
488,"Flat F, 5th floor, Tower 1, Robinson Heights, 8 Robinson Road, Mid-levels, Hong Kong",None,babymoon,Central and Western District,info@babymoonhk.com,None,Local Domestic Helpers,98120347,2018
489,"Room A, 3rd floor, Chuan Yuan Factory Building, 342-344 Kwun Tong Road, Kwun Tong, Kowloon",None,C & M Personnel Consultancy,Kwun Tong District,info@cmpc.com.hk,None,Office Staff / Executive Search,82084567,2008
490,"Room 1104, 11th floor, Crawford House, 70 Queen's Road Central, Central, Hong Kong",None,CAGA Jobs,Central and Western District,hr@cagajobs.com,None,Office Staff / Executive Search,93338781,2016
491,"Unit 901, 9th floor, King's Commercial Building, 2-4 Chatham Court, Tsim Sha Tsui, Kowloon",None,CARE GLOBAL RECRUITMENT SERVICES,Yau Tsim Mong District,jobs.cgrs@gmail.com,37474644,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker, Other Non-office Worker",69083428,2019
492,"Room M1B3, 7th floor, Phase 3, Kaiser Estate, 11 Hok Yuen Street, Hung Hom, Kowloon",None,CAREER BUILDER LIMITED,Kowloon City District,paisylai@gmail.com,31717306,Office Staff / Executive Search,35235311,2012
493,"Room 2807, 28th floor, AIA Central, 1 Connaught Road Central, Central, Hong Kong",None,CAREER INTERNATIONAL (HONG KONG) LIMITED,Central and Western District,None,None,Office Staff / Executive Search,None,2008
494,"Unit 1302, 13th floor, Sterling Centre, 11 Cheung Yue Street, Lai Chi Kok, Kowloon",None,CAREER PAGE INTERNATIONAL,Sham Shui Po District,None,None,"Office Staff / Executive Search, Other Non-office Worker",None,2011
495,"Unit 1008-9, 10th floor, Kodak House II, 321 Java Road, North Point, Hong Kong",None,CAREER TIMES ONLINE LIMITED,Eastern District,info@ctgoodjobs.hk,21560333,Other Non-office Worker,21562666,2016
496,"Room 2307, 23rd floor, C.C. Wu Building, 302-308 Hennessy Road, Wan Chai, Hong Kong",None,CAREGIVERS ALLIANCE (HOME) LIMITED,Wan Chai District,management@hugsgroup.com,23313678,Foreign Domestic Helpers,23313188,2019
497,"20th floor, Central Tower, 28 Queen's Road Central, Central, Hong Kong",None,CARLYLE KINGSWOOD GLOBAL LIMITED,Central and Western District,dpatel@ckgsearch.com,None,Office Staff / Executive Search,25413788,2016
498,"Flat A, 4th floor, 108-110 Wellington Street, Central, Hong Kong",None,CARLYLE KINGSWOOD GLOBAL LIMITED,None,None,None,Office Staff / Executive Search,None,2016
499,"Unit 705, 7th floor, 9 Queen's Road Central, Central, Hong Kong",None,CARTER MURRAY,Central and Western District,elaineso@thesrgroup.com,None,Office Staff / Executive Search,30089088,2013
500,"Room 1103, 11th floor, Tower II, Lippo Centre, 89 Queensway, Admiralty, Hong Kong",None,CASCO HR SERVICES,Central and Western District,recruit@cascohr.com,28612997,Office Staff / Executive Search,25737722,2001
501,"18th floor, Radio City, 505 Hennessy Road, Causeway Bay, Hong Kong",None,CASTLE PEAK EXECUTIVE SEARCH LIMITED,Wan Chai District,rhay@castlepeak.com.hk,30104849,Office Staff / Executive Search,64474042,2012
502,"Flat 40C, Tower 6, Bel Air on the Peak, 68 Bel Air Peak Avenue, Island South, Hong Kong",None,CAVENDISH SEARCH LIMITED,Southern District,joyce@cavendishsearch.com,None,Office Staff / Executive Search,93187501,2011
503,"3rd floor, Rammon House, 101 Sai Yeung Choi Street South, Mong Kok, Kowloon",None,CBSI LIMITED,Yau Tsim Mong District,None,None,Office Staff / Executive Search,None,2014
504,"Suite 1808, 18th floor, Tai Yau Building, 181 Johnston Road, Wan Chai, Hong Kong",None,CENTRIX PROFESSIONALS,Wan Chai District,info@centrix.com.hk,21112082,"Office Staff / Executive Search, Other Non-office Worker",21552328,2007
505,"Level 11, Tower II, Admiralty Centre, 18 Harcourt Road, Admiralty, Hong Kong",None,CHARLESWORTH SYKES & COMPANY LIMITED,None,None,None,Office Staff / Executive Search,None,2014
506,"Room E, 7th floor, 8 Hart Avenue, Tsim Sha Tsui, Kowloon",None,CHASSEUR PRO EXECUTIVE CONSULTANT LIMITED,Yau Tsim Mong District,info@cpexconsult.com,31884001,Office Staff / Executive Search,31889055,2017
507,"Room 30A, 1st floor, Block A, Wing Hin Factory Building, 31-33 Ng Fong Street, San Po Kong, Kowloon",None,CHATFIELD PARTNERS,Wong Tai Sin District,chatfieldpartners@gmail.com,None,Office Staff / Executive Search,None,2017
508,"Room 9, 12th floor, Block A, Merit Industrial Centre, 94 To Kwa Wan Road, To Kwa Wan, Kowloon",None,CHINA TALENT INSIGHTS LIMITED,None,grand288@gmail.com,None,Office Staff / Executive Search,None,2015
509,"Shop B22, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon",None,CJN EMPLOYMENT CONSULTANCY,Kowloon City District,cjn.econsultancy@gmail.com,None,Foreign Domestic Helpers,25113931,2019
510,"20th floor, Central Tower, 28 Queen's Road Central, Central, Hong Kong",None,CKGHK Limited,Central and Western District,droberts@ckgsearch.com,None,Office Staff / Executive Search,25413788,2019
511,"Room 1607, 16th floor, Kodak House II, 39 Healthy Street East, North Point, Hong Kong",None,CL TECHNICAL SERVICES LIMITED,Eastern District,rosetta.ws-hui@clts.com,22384723,Office Staff / Executive Search,28801056,2019
